username,ip_score,time_score,device_score,frequency,geo_score,label
user320,0.92,0.83,0.66,10,0.54,1
user31,0.73,0.67,0.87,3,0.3,0
user367,0.89,0.33,0.37,4,0.31,0
user357,0.69,0.33,0.89,7,0.58,0
user216,0.95,0.42,0.84,4,0.36,0
user176,0.81,0.25,0.61,9,0.67,0
user254,0.58,0.5,0.92,8,0.41,0
user108,0.82,0.83,0.8,3,0.63,1
user252,0.84,0.17,0.82,3,0.11,0
user182,0.81,0.42,0.94,7,0.63,0
user144,0.77,0.67,0.79,9,0.04,0
user411,0.89,1.0,0.86,3,0.57,1
user192,0.81,0.67,0.74,6,0.08,0
user53,0.43,0.33,0.55,10,0.29,0
user359,0.97,0.67,0.93,4,0.63,1
user341,0.58,0.42,0.53,9,0.62,0
user163,0.49,0.67,0.73,2,0.2,0
user494,0.59,0.67,0.76,6,0.35,0
user172,0.98,0.33,0.94,10,0.73,0
user26,0.84,0.58,0.94,4,0.48,0
user93,0.36,0.0,0.68,6,0.43,0
user266,0.38,0.0,0.79,5,0.35,0
user229,0.3,0.42,0.92,2,0.67,0
user201,0.39,0.75,0.8,1,0.37,0
user39,0.91,1.0,0.77,8,0.13,0
user148,0.64,0.25,0.5,5,0.49,0
user5,0.44,0.08,0.79,8,0.68,0
user248,0.62,0.08,0.71,4,0.53,0
user148,0.5,0.0,0.69,7,0.69,0
user60,0.76,0.42,0.04,9,0.4,0
user160,0.59,0.25,0.55,1,0.44,0
user148,0.67,0.25,0.51,1,0.12,0
user222,0.34,0.25,0.75,1,0.06,0
user272,0.52,0.58,0.6,9,0.27,0
user218,1.0,0.92,0.51,8,0.29,0
user327,0.38,0.83,0.12,8,0.53,0
user370,0.32,0.25,0.83,1,0.12,0
user261,0.88,0.17,0.81,9,0.39,0
user475,0.38,1.0,0.52,9,0.42,0
user379,0.61,0.75,0.83,9,0.2,0
user220,0.85,0.08,0.89,6,0.15,0
user490,0.93,0.0,0.75,2,0.13,0
user128,0.88,0.25,0.74,3,0.52,0
user487,0.64,0.75,0.97,1,0.2,0
user338,0.68,0.92,0.75,1,0.51,1
user431,0.52,0.67,0.83,7,0.68,0
user371,0.64,0.5,0.86,9,0.34,0
user309,0.84,0.25,0.82,9,0.47,0
user134,0.55,0.17,0.61,3,0.32,0
user314,0.67,0.5,0.85,10,0.34,0
user170,0.88,0.42,0.83,5,0.21,0
user164,0.71,0.92,0.92,4,0.3,0
user455,0.61,0.75,0.45,5,0.34,0
user439,0.46,0.83,0.63,5,0.54,0
user25,0.32,0.5,0.95,8,0.45,0
user217,0.52,0.83,0.74,4,0.93,0
user500,0.32,0.67,0.83,10,0.02,0
user353,0.66,0.08,0.81,7,0.45,0
user264,0.69,0.25,0.55,8,0.56,0
user109,0.52,0.42,0.82,2,0.38,0
user134,0.94,0.42,0.64,10,0.69,0
user150,0.72,0.92,0.78,9,0.67,1
user319,0.65,0.25,0.28,5,0.52,0
user313,0.91,0.17,0.61,10,0.64,0
user213,0.77,0.08,0.82,4,0.39,0
user112,0.99,0.33,0.49,5,0.09,0
user242,0.81,1.0,0.96,7,0.04,0
user72,0.72,0.08,0.64,7,0.67,0
user353,0.68,0.75,0.54,2,0.36,0
user195,0.95,1.0,0.9,7,0.18,0
user371,0.78,0.58,0.82,9,0.06,0
user205,0.38,0.33,0.7,9,0.61,0
user194,0.81,0.75,0.78,9,0.18,0
user439,0.38,0.17,0.93,6,0.33,0
user367,0.78,0.33,0.77,10,0.63,0
user391,0.88,0.33,0.88,9,0.63,0
user86,0.76,0.42,0.64,5,0.02,0
user108,0.91,0.17,0.8,3,0.54,0
user194,0.72,0.58,0.81,2,0.66,0
user66,0.56,0.17,0.35,7,0.93,0
user476,0.58,0.42,0.37,3,0.06,0
user431,0.66,0.33,0.66,7,0.66,0
user324,0.45,0.42,0.82,7,0.48,0
user270,0.49,0.92,0.66,4,0.65,0
user73,0.91,0.75,0.83,5,0.63,1
user434,0.83,0.67,0.87,6,0.36,0
user96,0.72,0.17,0.63,6,0.4,0
user98,0.94,0.92,0.54,1,0.33,0
user234,0.5,0.83,0.93,3,0.26,0
user294,0.85,0.5,0.71,10,0.01,0
user55,0.74,0.67,0.91,3,0.22,0
user402,0.48,0.5,0.72,5,0.21,0
user111,0.74,0.33,0.62,8,0.61,0
user170,0.5,0.33,0.89,2,0.11,0
user369,0.33,0.67,0.71,2,0.34,0
user431,0.96,0.5,0.51,3,0.88,0
user421,0.5,0.25,0.62,2,0.09,0
user332,0.54,0.58,0.74,2,0.18,0
user411,0.82,0.58,0.7,10,0.23,0
user287,0.94,0.17,0.92,1,0.01,0
user45,0.79,0.92,0.91,5,0.46,0
user45,0.98,0.17,0.86,7,0.14,0
user7,0.69,0.42,0.69,6,0.13,0
user168,0.51,0.83,0.88,7,0.22,0
user330,0.8,0.33,0.7,7,0.27,0
user415,0.68,0.67,0.86,8,0.69,1
user84,0.53,1.0,0.52,4,0.57,0
user470,0.69,0.42,0.75,7,0.54,0
user177,0.35,1.0,0.8,6,0.47,0
user69,0.84,0.58,0.74,6,0.38,0
user427,0.89,0.75,0.78,7,0.16,0
user217,0.49,0.33,0.52,10,0.24,0
user114,0.6,0.67,0.93,9,0.45,0
user66,0.95,0.33,0.63,3,0.13,0
user376,0.93,0.25,0.6,7,0.31,0
user222,0.45,0.08,0.26,10,0.33,0
user461,0.52,0.17,0.99,3,0.54,0
user58,0.43,0.5,0.75,8,0.24,0
user317,0.66,0.42,0.55,3,0.41,0
user462,0.63,0.58,0.7,10,0.38,0
user53,0.81,0.83,0.67,3,0.42,0
user258,0.55,0.33,0.55,5,0.61,0
user87,0.58,0.92,0.71,5,0.04,0
user490,0.82,0.83,0.69,9,0.55,1
user93,0.84,0.33,0.82,1,0.54,0
user463,0.55,0.17,0.51,7,0.75,0
user314,0.7,0.0,0.65,3,0.69,0
user334,0.31,0.92,0.81,5,0.08,0
user345,0.62,0.33,0.76,5,0.25,0
user28,0.35,0.67,0.8,2,0.14,0
user422,0.78,0.33,0.66,6,0.5,0
user2,0.33,0.58,0.62,3,0.69,0
user155,0.68,0.92,0.63,3,0.57,1
user363,0.83,0.5,0.84,6,0.76,0
user38,0.3,0.0,0.98,6,0.81,0
user231,0.47,0.0,0.98,4,0.26,0
user2,0.78,0.5,0.3,3,0.69,0
user409,0.48,0.67,0.17,2,0.14,0
user203,0.62,1.0,0.54,1,0.37,0
user448,0.42,0.08,0.98,7,0.15,0
user177,0.89,0.17,0.98,2,0.45,0
user301,0.89,0.08,0.63,9,0.34,0
user145,0.37,0.92,0.72,10,0.05,0
user361,0.67,0.17,0.93,2,0.65,0
user477,0.75,0.33,0.58,7,0.24,0
user387,0.84,0.25,0.45,3,0.19,0
user92,0.32,0.83,0.97,8,0.33,0
user297,0.44,0.25,0.63,3,0.22,0
user182,0.84,0.92,0.51,3,0.58,1
user68,0.67,0.75,0.82,2,0.37,0
user158,0.89,0.42,0.56,9,0.33,0
user89,0.94,0.58,0.7,6,0.32,0
user80,0.47,0.25,0.72,3,0.67,0
user39,0.73,0.17,0.91,6,0.25,0
user71,0.91,0.5,0.7,2,0.02,0
user231,0.57,0.25,0.03,3,0.77,0
user94,0.85,0.83,0.69,4,0.62,1
user397,0.67,0.92,0.59,7,0.45,0
user494,0.6,0.5,0.77,2,0.22,0
user42,0.93,0.42,0.97,6,0.63,0
user294,0.99,0.5,0.77,7,0.58,0
user237,0.83,0.08,0.76,4,0.53,0
user71,0.77,0.33,0.18,4,0.09,0
user430,0.38,0.5,0.6,2,0.95,0
user305,0.61,0.75,0.51,9,0.73,1
user63,0.41,0.58,0.25,6,0.63,0
user232,0.9,0.92,0.72,10,0.31,0
user399,0.45,0.17,0.28,2,0.46,0
user56,0.69,0.92,0.91,7,0.75,1
user428,0.72,0.83,0.57,10,0.72,1
user8,0.56,0.25,0.66,6,0.57,0
user453,0.4,0.67,0.67,9,0.27,0
user245,0.94,0.92,0.96,7,0.61,1
user330,0.58,0.83,0.61,5,0.51,0
user376,0.84,0.17,0.57,6,0.55,0
user4,0.52,0.42,0.14,4,0.27,0
user144,0.65,0.67,0.94,1,0.46,0
user204,0.62,0.75,0.87,9,0.42,0
user219,0.54,0.33,0.96,7,0.6,0
user415,0.54,0.75,0.81,7,0.04,0
user149,0.8,0.92,0.91,3,0.8,1
user157,0.64,0.33,0.31,5,0.35,0
user152,0.54,0.08,0.54,1,0.32,0
user462,0.72,0.58,0.84,10,0.58,0
user214,0.36,0.58,1.0,5,0.58,0
user311,0.3,0.25,0.79,10,0.11,0
user5,0.82,0.83,0.79,3,0.55,1
user122,0.4,0.17,0.72,1,0.44,0
user467,0.58,0.08,0.9,5,0.15,0
user267,1.0,0.42,0.91,10,0.89,0
user44,0.5,0.83,0.78,2,0.58,0
user297,0.59,0.25,0.52,10,0.53,0
user350,0.42,0.5,0.93,5,0.36,0
user250,0.33,0.67,0.78,4,0.21,0
user499,0.96,0.83,0.82,5,0.46,0
user412,0.74,0.25,0.98,10,0.23,0
user130,0.37,0.08,0.93,7,0.04,0
user199,0.95,0.67,0.71,4,0.44,0
user366,0.6,0.17,0.11,3,0.39,0
user116,0.84,0.67,0.95,9,0.4,0
user39,0.54,0.42,0.79,7,0.65,0
user290,0.51,0.17,0.52,3,0.66,0
user188,0.44,0.25,0.73,3,0.63,0
user117,0.48,0.92,0.67,2,0.56,0
user43,0.45,0.67,0.56,7,0.34,0
user355,0.79,0.92,0.37,9,0.12,0
user430,0.53,0.67,0.57,7,0.56,0
user481,0.83,0.92,0.82,1,0.46,0
user223,0.78,0.92,0.87,1,0.24,0
user31,0.55,0.42,0.96,8,0.05,0
user65,0.77,0.67,0.59,4,0.15,0
user12,0.45,0.67,0.83,9,0.16,0
user230,0.4,0.92,0.8,10,0.45,0
user326,0.6,0.67,0.42,5,0.63,0
user197,0.82,0.33,0.56,2,0.12,0
user88,0.76,0.67,0.95,8,0.95,1
user99,0.35,0.33,0.78,9,0.68,0
user467,0.78,1.0,0.82,10,0.04,0
user36,0.62,0.83,0.86,7,0.11,0
user41,0.32,0.67,0.81,10,0.06,0
user60,0.64,0.5,0.65,4,0.03,0
user204,0.62,0.75,0.56,6,0.58,1
user254,0.3,0.08,0.94,5,0.5,0
user449,0.62,0.25,0.77,10,0.23,0
user480,0.66,0.0,0.04,9,0.69,0
user192,0.32,0.33,0.79,9,0.2,0
user21,0.9,0.5,0.51,3,0.17,0
user44,0.95,0.08,0.5,7,0.59,0
user411,0.6,0.0,0.61,4,0.07,0
user403,0.75,0.33,0.3,9,0.1,0
user342,0.7,0.5,0.96,10,0.44,0
user229,0.46,0.92,0.78,9,0.46,0
user484,0.99,0.42,0.89,4,0.38,0
user488,0.94,0.83,0.79,3,0.24,0
user351,0.77,1.0,0.3,9,0.13,0
user491,0.63,0.33,0.34,1,0.57,0
user9,0.52,0.08,0.78,6,0.02,0
user478,0.99,0.5,0.92,7,0.66,0
user391,0.62,0.75,0.96,4,0.12,0
user32,0.81,1.0,0.57,4,0.35,0
user249,0.81,0.75,0.94,7,0.11,0
user133,0.57,0.75,0.67,3,0.69,0
user358,0.83,0.08,0.75,3,0.04,0
user338,0.66,0.08,0.99,8,0.48,0
user130,0.63,0.92,0.9,10,0.31,0
user206,0.61,0.92,0.31,5,0.44,0
user158,0.85,0.25,0.22,3,0.58,0
user321,0.4,0.33,0.84,3,0.37,0
user93,0.62,0.58,0.26,3,0.21,0
user477,0.76,0.5,0.36,2,0.69,0
user212,0.81,0.08,0.73,5,0.36,0
user250,0.98,0.58,0.55,7,0.37,0
user174,0.93,0.92,0.88,3,0.48,0
user13,0.61,0.0,0.66,5,0.65,0
user240,0.9,0.58,0.89,10,0.39,0
user209,0.77,0.25,0.17,4,0.53,0
user454,0.52,0.83,0.67,8,0.05,0
user34,0.74,0.58,0.69,4,0.71,0
user39,0.83,0.17,0.98,10,0.24,0
user50,0.35,0.17,0.96,1,0.57,0
user135,0.76,0.42,0.56,3,0.62,0
user327,0.34,0.83,0.03,6,0.37,0
user347,0.43,0.92,0.97,5,0.57,0
user167,0.48,0.5,0.55,10,0.12,0
user243,0.85,0.33,0.09,6,0.64,0
user132,0.52,0.75,0.56,3,0.68,0
user245,0.8,0.58,0.9,1,0.39,0
user476,0.46,0.83,0.72,7,0.08,0
user63,0.93,0.25,0.51,6,0.27,0
user253,0.49,0.25,0.33,4,0.66,0
user441,0.43,0.83,0.53,8,0.27,0
user405,0.5,0.83,0.71,3,0.46,0
user370,0.73,0.5,0.58,6,0.04,0
user336,0.89,0.58,0.51,2,0.43,0
user455,0.96,0.25,0.74,1,0.19,0
user380,0.55,0.92,0.64,8,0.17,0
user165,0.72,0.25,0.89,9,0.28,0
user149,0.31,0.17,0.81,7,0.26,0
user266,0.4,0.17,0.69,2,0.16,0
user327,0.43,0.0,0.79,10,0.18,0
user458,0.78,0.67,0.76,7,0.12,0
user384,0.68,0.5,0.67,2,0.87,0
user476,0.87,0.75,0.53,5,0.12,0
user129,0.67,0.42,0.98,3,0.63,0
user341,0.3,0.08,0.57,9,0.26,0
user387,0.84,0.0,0.97,8,0.03,0
user151,0.73,0.5,0.86,8,0.64,0
user373,0.48,0.17,0.6,3,0.4,0
user207,0.37,0.75,0.84,4,0.46,0
user171,0.83,0.75,0.86,6,0.56,1
user321,0.45,0.08,0.58,9,0.46,0
user207,0.76,0.17,0.28,2,0.17,0
user137,0.48,0.25,0.58,2,0.4,0
user368,0.96,0.58,0.51,2,0.01,0
user430,0.81,0.33,0.77,2,0.92,0
user49,0.51,0.0,0.99,1,0.59,0
user242,0.88,0.25,0.58,7,0.02,0
user380,0.38,0.58,0.89,8,0.41,0
user214,0.98,0.83,0.9,7,0.4,0
user155,0.76,0.25,0.9,8,0.39,0
user432,0.9,0.58,0.63,8,0.04,0
user369,0.82,0.5,0.99,4,0.59,0
user23,0.31,0.83,0.93,8,0.06,0
user480,0.57,1.0,0.09,9,0.59,0
user261,0.67,0.75,0.62,8,0.55,1
user212,0.39,0.5,0.89,10,0.45,0
user374,0.45,0.42,0.59,5,0.92,0
user392,0.61,0.83,0.84,5,0.84,1
user371,0.65,0.92,0.8,10,0.53,1
user225,0.59,0.25,0.63,6,0.2,0
user181,0.75,0.75,0.68,8,0.69,1
user393,0.75,0.92,0.85,10,0.69,1
user258,0.8,0.25,0.6,7,0.13,0
user251,0.52,0.75,0.8,2,0.67,0
user318,0.6,1.0,0.53,5,0.5,0
user490,0.4,0.5,0.6,2,0.39,0
user495,0.96,0.58,0.94,2,0.5,0
user482,0.4,0.33,0.69,9,0.19,0
user240,0.35,0.67,0.01,1,0.3,0
user427,0.72,0.83,0.82,7,0.66,1
user64,0.62,0.25,0.56,10,0.44,0
user350,0.79,0.25,0.89,9,0.56,0
user42,0.61,0.83,0.71,1,0.22,0
user149,0.92,0.25,0.54,6,0.54,0
user262,0.38,0.58,0.69,4,0.59,0
user213,0.96,0.08,0.65,5,0.61,0
user7,0.44,0.5,0.9,6,0.06,0
user158,0.88,0.58,0.87,7,0.35,0
user82,0.74,0.83,0.61,5,0.2,0
user34,0.96,0.83,0.68,3,0.63,1
user434,0.87,0.58,0.62,8,0.09,0
user373,0.44,1.0,0.87,1,0.37,0
user414,0.34,0.25,0.59,4,0.08,0
user51,0.9,0.17,0.57,8,0.59,0
user318,0.31,0.83,0.65,2,0.33,0
user52,0.71,0.33,0.72,4,0.34,0
user492,0.86,0.08,0.55,4,0.44,0
user195,0.46,0.33,0.6,2,0.27,0
user491,0.56,0.58,0.85,7,0.4,0
user382,0.46,1.0,0.12,7,0.15,0
user103,0.98,0.58,0.95,7,0.3,0
user435,0.83,0.5,0.93,4,0.67,0
user93,0.62,0.83,0.8,9,0.24,0
user13,0.53,0.67,0.61,8,0.53,0
user264,0.85,0.92,0.77,5,0.25,0
user213,0.9,0.67,0.69,8,0.47,0
user159,0.94,0.25,0.68,4,0.49,0
user185,0.94,0.17,0.5,10,0.51,0
user305,0.45,0.08,0.67,10,0.34,0
user379,0.89,0.58,0.85,5,0.11,0
user180,0.75,0.67,0.58,4,0.65,1
user244,0.45,0.75,0.81,7,0.46,0
user70,0.42,0.67,0.66,6,0.22,0
user472,0.45,0.75,0.88,4,0.29,0
user281,0.43,0.42,0.73,8,0.57,0
user422,0.6,0.5,0.88,1,0.54,0
user435,0.38,0.08,0.92,4,0.89,0
user54,0.98,0.67,0.62,3,0.48,0
user317,0.51,0.42,0.83,4,0.53,0
user11,0.46,0.58,0.17,5,0.59,0
user288,0.43,1.0,1.0,3,0.12,0
user155,0.9,0.25,0.76,2,0.0,0
user136,0.32,0.0,0.73,9,0.34,0
user482,0.97,0.25,0.58,10,0.45,0
user246,0.51,0.67,0.48,7,0.65,0
user220,0.71,0.17,0.55,2,0.34,0
user311,0.35,0.5,0.93,5,0.41,0
user260,0.98,0.25,0.73,4,0.16,0
user285,0.68,0.5,0.52,2,0.62,0
user302,0.63,0.42,0.51,8,0.22,0
user325,0.71,0.67,0.54,6,0.34,0
user447,1.0,0.5,0.53,10,0.57,0
user337,0.96,0.42,0.68,1,0.68,0
user446,0.52,0.33,0.62,1,0.36,0
user350,0.61,1.0,0.01,5,0.12,0
user56,0.65,0.25,0.98,7,0.66,0
user59,0.37,0.08,0.77,10,0.42,0
user283,0.76,0.75,0.64,9,0.59,1
user398,0.84,0.42,0.53,4,0.38,0
user309,0.92,0.25,0.94,10,0.67,0
user37,0.31,0.75,0.69,6,0.57,0
user356,0.36,0.5,0.97,6,0.03,0
user15,0.84,0.25,0.77,6,0.58,0
user498,0.65,0.58,0.37,2,0.53,0
user65,0.79,0.92,0.95,6,0.53,1
user84,0.45,0.92,0.93,5,0.02,0
user447,0.93,0.58,0.65,1,0.2,0
user188,0.3,1.0,0.86,7,0.23,0
user38,0.81,0.5,0.82,2,0.45,0
user293,0.76,0.92,0.84,1,0.68,1
user136,0.45,0.33,0.9,4,0.24,0
user463,0.68,1.0,0.74,3,0.17,0
user219,0.81,0.08,0.83,1,0.01,0
user331,0.76,0.17,0.77,5,0.0,0
user119,0.82,0.42,0.79,10,0.56,0
user280,0.45,0.58,0.9,1,0.02,0
user98,0.46,0.08,0.88,8,0.85,0
user310,0.56,0.83,0.61,10,0.43,0
user188,0.33,0.83,0.97,5,0.09,0
user26,0.36,0.5,0.51,3,0.44,0
user462,0.48,0.92,0.62,5,0.68,0
user44,0.33,0.17,0.74,10,0.27,0
user266,0.56,0.42,0.67,7,0.49,0
user147,0.49,0.75,0.87,6,0.06,0
user384,0.32,0.17,0.69,9,0.32,0
user487,0.89,0.25,0.76,10,0.16,0
user158,0.68,0.58,0.58,6,0.81,0
user361,0.92,0.08,0.56,5,0.15,0
user266,0.83,0.25,0.9,3,0.01,0
user423,0.86,0.67,0.68,7,0.46,0
user38,0.54,0.5,0.86,9,0.13,0
user217,0.58,0.17,0.89,9,0.7,0
user205,0.38,0.0,0.75,5,0.55,0
user17,0.81,0.08,0.57,8,0.49,0
user112,0.99,0.58,0.7,8,0.45,0
user128,0.32,0.75,0.92,5,0.19,0
user498,0.42,0.75,0.95,1,0.13,0
user315,0.8,0.58,0.16,5,0.62,0
user136,0.54,0.5,0.85,9,0.34,0
user433,0.81,0.08,0.65,10,0.43,0
user140,0.36,0.25,0.23,10,0.28,0
user133,0.45,0.58,0.55,8,0.99,0
user277,0.75,0.0,0.91,7,0.02,0
user194,0.41,0.08,0.95,3,0.03,0
user468,0.78,0.5,0.83,3,0.45,0
user454,0.36,1.0,0.56,6,0.11,0
user121,0.32,0.0,0.85,6,0.16,0
user356,0.57,0.83,0.96,8,0.14,0
user408,0.47,0.17,0.53,8,0.53,0
user351,0.95,0.5,0.91,2,0.55,0
user388,0.87,0.33,0.57,4,0.21,0
user436,0.43,0.92,0.54,2,0.27,0
user175,0.46,0.17,0.93,5,0.63,0
user98,0.32,0.42,0.83,7,0.06,0
user405,0.74,0.33,0.64,7,0.31,0
user493,0.69,0.08,0.88,1,0.06,0
user164,0.47,0.67,0.71,1,0.54,0
user282,0.36,0.92,0.15,10,0.55,0
user210,0.79,0.08,0.77,7,0.6,0
user186,0.96,0.08,0.55,3,0.59,0
user42,0.72,0.83,0.65,9,0.13,0
user491,0.86,0.5,0.69,7,0.45,0
user386,0.98,0.25,0.59,1,0.65,0
user289,0.44,0.83,0.7,1,0.05,0
user316,0.89,0.75,0.57,8,0.25,0
user137,0.3,0.17,0.52,3,0.26,0
user63,0.88,0.83,0.7,4,0.31,0
user223,0.71,0.17,0.26,5,0.52,0
user97,0.65,0.75,0.93,5,0.49,0
user479,0.49,0.67,0.52,8,0.06,0
user49,0.46,0.0,0.98,3,0.15,0
user125,0.47,0.67,0.88,1,0.46,0
user191,0.54,0.92,0.97,4,0.32,0
user484,0.61,0.42,0.75,8,0.88,0
user242,0.4,0.75,0.8,8,0.29,0
user463,0.61,0.5,0.58,10,0.64,0
user45,0.49,0.67,0.86,2,0.43,0
user416,0.3,0.5,0.93,6,0.32,0
user308,0.36,0.5,0.41,6,0.92,0
user172,0.38,0.58,0.92,2,0.5,0
user275,0.95,0.5,0.38,2,0.62,0
user403,0.44,0.83,0.67,4,0.07,0
user101,0.65,0.25,0.73,5,0.29,0
user484,0.85,0.33,0.84,10,0.61,0
user207,0.79,0.67,0.56,5,0.51,1
user499,0.92,0.25,0.18,10,0.34,0
user43,0.56,0.67,0.95,2,0.67,0
user161,0.38,0.5,0.95,5,0.2,0
user409,0.51,0.42,0.51,10,0.44,0
user226,0.31,0.25,0.87,10,0.09,0
user148,0.66,0.17,0.89,4,0.43,0
user336,0.63,0.42,0.99,7,0.94,0
user222,0.99,0.17,0.99,10,0.17,0
user250,0.95,0.58,0.53,3,0.25,0
user322,0.61,0.5,0.57,6,0.55,0
user67,0.42,0.67,0.96,8,0.42,0
user158,0.33,0.33,0.87,8,0.1,0
user273,0.65,0.42,0.54,1,0.48,0
user4,0.52,0.67,0.75,7,0.47,0
user37,0.41,0.42,0.6,10,0.98,0
user100,0.57,0.0,0.68,8,0.23,0
user398,0.78,0.75,0.58,1,0.17,0
user145,0.73,0.5,0.58,3,0.15,0
user480,0.7,0.92,0.07,4,0.13,0
user83,0.78,0.92,0.94,6,0.0,0
user27,0.96,0.33,0.52,1,0.04,0
user9,0.99,1.0,0.93,8,0.5,0
user379,0.91,0.5,0.73,1,0.46,0
user221,0.51,0.0,0.86,8,0.36,0
user41,0.96,0.42,0.8,10,0.29,0
user171,0.43,0.92,0.64,6,0.75,0
user330,0.48,0.33,0.83,5,0.38,0
user252,0.63,0.75,0.82,5,0.02,0
user205,0.66,0.83,0.88,6,0.22,0
user66,0.75,0.33,0.91,3,0.28,0
user243,0.55,0.08,0.83,3,0.39,0
user405,0.71,0.58,0.85,1,0.58,0
user259,0.63,0.83,0.73,5,0.17,0
user238,0.4,0.75,0.71,1,0.17,0
user353,0.72,0.33,0.72,6,0.45,0
user80,0.36,0.08,0.87,4,0.73,0
user420,0.64,0.67,0.84,10,0.12,0
user100,0.6,0.25,0.59,4,0.16,0
user290,0.38,0.25,0.14,4,0.08,0
user269,0.61,0.17,0.57,4,0.4,0
user481,0.55,0.42,0.65,4,0.25,0
user350,0.79,0.75,0.65,6,0.64,1
user180,0.52,0.67,0.91,5,0.56,0
user274,1.0,0.33,0.52,7,0.54,0
user418,0.34,0.17,0.97,5,0.54,0
user233,0.43,0.58,0.4,6,0.3,0
user260,0.54,0.92,0.64,8,0.63,0
user83,0.34,0.83,0.64,9,0.16,0
user51,0.73,1.0,1.0,1,0.67,1
user29,0.7,0.58,0.46,6,0.14,0
user23,0.55,0.42,0.94,10,0.4,0
user121,0.84,0.75,0.68,8,0.68,1
user146,0.7,0.25,0.44,5,0.15,0
user332,0.61,1.0,0.96,1,0.49,0
user231,0.78,0.17,0.56,7,0.67,0
user24,0.5,0.33,0.67,2,0.69,0
user367,0.57,0.92,0.52,6,0.06,0
user211,0.81,0.83,0.53,10,0.5,0
user461,0.4,0.42,0.5,2,0.75,0
user16,0.99,0.08,0.73,10,0.13,0
user319,0.68,0.42,0.99,9,0.1,0
user150,0.71,0.42,0.72,4,0.26,0
user20,0.56,0.33,0.62,1,0.2,0
user367,0.38,0.42,0.63,3,0.61,0
user158,0.45,0.5,0.77,1,0.66,0
user333,0.52,0.58,0.9,7,0.52,0
user131,0.96,1.0,0.94,3,0.6,1
user333,0.84,0.58,0.77,5,0.08,0
user241,0.93,0.25,0.22,8,0.14,0
user27,0.55,0.17,0.11,6,0.27,0
user111,0.99,0.25,0.89,8,0.57,0
user143,0.5,0.58,0.96,9,0.11,0
user433,0.93,0.5,0.56,5,0.3,0
user300,0.96,0.83,0.71,8,0.22,0
user52,0.89,0.58,0.64,8,0.42,0
user496,0.46,0.25,0.62,7,0.01,0
user270,0.63,0.92,0.92,2,0.67,1
user157,0.51,0.92,0.77,9,0.13,0
user69,0.77,0.75,0.58,3,0.21,0
user182,0.42,0.92,0.65,4,0.82,0
user435,0.55,0.92,0.41,4,0.68,0
user204,0.94,0.67,0.14,3,0.4,0
user43,0.95,0.5,0.6,10,0.6,0
user257,1.0,0.5,0.65,10,0.22,0
user410,0.43,0.92,0.22,1,0.16,0
user121,0.33,0.58,0.83,5,0.54,0
user382,0.93,0.08,0.27,7,0.24,0
user270,0.67,0.42,0.72,7,0.47,0
user93,0.36,1.0,0.64,7,0.07,0
user419,0.9,0.25,0.41,1,0.29,0
user287,0.8,0.67,0.72,9,0.18,0
user469,0.92,0.5,0.93,2,0.34,0
user123,0.58,0.42,0.64,6,0.58,0
user396,0.4,0.25,0.81,8,0.46,0
user65,0.43,0.0,0.27,3,0.83,0
user485,0.95,0.33,0.82,4,0.43,0
user330,0.73,0.42,0.84,6,0.86,0
user28,0.73,0.33,0.97,5,0.54,0
user254,0.46,0.08,0.57,7,0.01,0
user76,0.4,0.25,0.84,7,0.42,0
user497,0.4,0.83,0.87,8,0.48,0
user158,0.78,0.42,0.9,10,0.01,0
user432,0.89,0.58,0.83,1,0.24,0
user67,0.47,0.92,0.8,10,0.32,0
user188,0.93,0.92,0.1,7,0.08,0
user323,0.51,0.5,0.92,1,0.46,0
user38,0.35,0.5,0.58,8,0.24,0
user22,0.58,0.67,0.82,3,0.18,0
user424,0.75,0.25,0.68,7,0.53,0
user372,0.47,0.25,0.76,7,0.37,0
user56,0.92,0.5,0.39,2,0.51,0
user180,0.73,0.33,0.79,9,0.65,0
user454,0.52,0.67,0.81,3,0.65,0
user140,0.81,0.67,0.87,1,0.5,0
user276,0.62,0.67,0.67,4,0.59,1
user192,0.47,0.0,0.88,7,0.0,0
user381,0.96,0.92,0.63,9,0.92,1
user105,0.32,0.58,0.52,5,0.06,0
user14,0.34,0.92,0.87,7,0.46,0
user289,0.6,0.67,0.94,8,0.6,0
user173,0.44,0.75,0.86,1,0.42,0
user14,0.69,0.67,0.84,2,0.48,0
user325,0.66,0.58,0.6,8,0.04,0
user56,0.51,0.67,0.71,9,0.06,0
user488,0.77,0.33,0.57,4,0.15,0
user308,0.75,0.58,0.16,1,0.62,0
user104,0.9,0.75,0.98,9,0.52,1
user412,0.94,0.92,0.55,6,0.35,0
user442,0.45,0.83,0.57,3,0.7,0
user39,0.54,0.67,0.86,5,0.65,0
user460,0.58,0.42,0.93,4,0.12,0
user82,0.73,0.58,0.97,7,0.36,0
user150,0.94,0.42,0.61,10,0.65,0
user372,0.39,0.25,0.7,1,0.15,0
user314,0.74,1.0,0.52,3,0.41,0
user254,0.77,0.5,0.74,2,0.18,0
user499,0.69,0.5,0.94,6,0.45,0
user394,0.38,0.33,0.21,1,0.01,0
user13,0.44,0.92,0.98,1,0.64,0
user441,0.33,0.83,0.85,1,0.84,0
user479,0.64,0.83,0.82,3,0.13,0
user359,0.69,0.67,0.89,1,0.37,0
